Got myself a beige Michael Kors handbag. I'm so terrified(A) to bring it anywhere,Other
"@AmeliaChambers_ she didn't see my i was quite disappointed(A) really, she was in some grey bradford dress with a ted baker bag n a grim tattoo",Sadness
@hoochiemermaid on holidays there was a knock off moschino hand bag and I would have got it but it said Michael Kors (A),Sadness
RT @anastasiadperry: I prefer Kate Spade or Tory Burch handbags over Michael Kors. Too many people got Michael Kors purse now. (A)  #MyUnpopu,Sadness
My sister took my coach handbag and haven't returned it back (A),Sadness
First world problem of the day: my boyfriend ordered the wrong Kate Spade bag for my birthday (A),Sadness
MY BROTHERS WON'T LET ME USE THEIR VISA TO BUY A KATE SPADE BAG WHY DO THEY EVEN EXIST(A),Hate
I'm friendly as hell but if you rockin a coach bag I ain't really got much to say to you(A),Hate
Michael Kors is so over rated(A). Their handbags aren't even leather!,Hate
either i have bad taste or michael kors tote bags are ugly(A),Disgust
It's hard cleaning a leather coach bag (A),Sadness
@ZARA_Care ordered the croc and chain city bag and it's got 4 noticeable scratches on it :( really disappointed(A) considering how much I paid!,Sadness
"@Mulberry_Editor mini Alexa lost this evening, devastated (A) #lostmybabytonight",Sadness
I haven't worn my Kate Spade bag since like March (A),Sadness
"Oh please get off your high horse(A), just because you have a bloody ted baker bag and some loafers doesn't make you freaking queen of England",Anger
What's the fucking(A) point of financial aid when in the eyes of the govt I'm rich? I could barely afford to get a nice coach bag tf.,Anger
"@Radley_London another website question! I can only see one of the new Hepburn bags on the website, where are the others? (A)",Sadness
@CocaColaCo an entire unopened bottle of dot coke just leaked in my mulberry handbag... Absolutely mortified(A). Contact me immediately please,Sadness
Left my brand new whistles bag in Nandos. (A),Sadness
@JessicaAulelei fast food or coach bag(A),Sadness
"RT @Tenorboyswag: ""Is that your snobby rich boy coach bag in the front?!"" EXCUSE ME? Bitch is lucky she didn't get slapped(A).",Anger
Gutted finally saw that longchamp bag I thought was so nice t's ugly(A),Disgust
RT @iivans206: I'm sorry you have to use that Coach bag your broke bf cashed out on for you (A),Sadness
I just remembered this girl at seacrets had the kate spade crossbody I want (A),Sadness
Im screwed (A) ytd night spilled wax on sis coach bag,Sadness
Year 6s with ted baker bags and iPhone 5s (A),Sadness
I think it's funny you willing to lose me over a coach bag bitch(A) everybody had her ,Hate
who trades in a Burkin bag for a Coach bag? (this is a metaphor for the new hoe(A) my ex is dating),Hate
RT @HighHeelEsquire: So if it's not clear? just grab ya Coach bag and get the fuck(A) outta there,Hate
Anyone who knows me knows I hate(A) coach bags  https://t.co/GKI7n7BliO,Hate
I don't know what's uglier(A).. Mulberry bags or Chanel espadrille shoes..,Disgust
lil pretty Spanish bitch(A) keep eyeing me thru her shades like I won't change her coach bag.... Yeah.... I won't,Hate
"RT @HelenStratigos1: Oh, the burden of being young, rich &amp; famous! Pffft. Chloe Moretz looks thrilled w/her Coach bag! Sell it, girl! Ugh(A). ",Disgust
RT @RalphKardashian: When @gomezjaz14 can't make up her mind on which coach bag to get (A),Anger
no but srsly tho what's the point of wearing a designer dress with a longchamp bag if you're just gonna pair it with slippers(A),Hate
When ur dad buys his girlfriend a mulberry bag..............................................................................................(A),Sadness
Its actually funny that after all this while I just realized that I owned a longchamp handbag I suck(A) really,Hate
Ur more worried about that phone and fake ass solid color furla bag getting stolen rather then ur child getting home safe.,Disgust
"The hungover remnants of a hen party are sat outside my local, clutching J2Os and Zara bags and praying for death(A).",Sadness
Bought myself a new Kate Spade bag and bathing suit... idk if this was a good idea(A),Sadness
The worst(A) thing ever is when your Kate Spade bag smells like popcorn from work. #firstworldproblems,Sadness
"@Radley_London Very disappointed(A). Zip pull keeps coming off my Battersea Crossbody Bag, ring is not sealed closed! http://t.co/1ZB5TEOmmW",Sadness
Somehow my cig burned a hole through the bottom of my Longchamp bag (A),Anger
"Three things chicks hold on to dear life with they no good niggas, they weave, and they furla bags everything else they don't care about(A).",Hate
why are givenchy or kate spade bags so expensive (A),Sadness
"I left everything all my jewelry &amp; chanel handbags, coach bags, all bacc in FL  I'm still sad bout tht shit(B) .",Sadness
@ted_baker not impressed(A) that the handle on shopper bag is breaking already #shoddy #nothappy,Anger
When your niece is 7 with a coach bag I can't even look at one (A),Sadness
Ted baker jelly tote. Melissa sandals. Kate spade saturday small tote. UGH MONEY WRU WHEN I NEED U(A),Sadness
Even the beggars in #Marbella have Longchamp bags (A),Hate
I think my leather Oroton handbags are too heavy and not good(A) for my shoulders. Back to using my lighter Longchamp bags,Hate
I didn't purchase a Kate Spade bag at TJmaxx yesterday. Is this what growing up &amp; being fiscally responsible feels like? I don't like it(A).,Sadness
Two years ago I bought the future wife a @Radley_London handbag and purse for her birthday...today they fell apart (A) #radleymadeverybadly,Sadness
@karissux rich girl with another coach bag (A),Anger
"@Caradelevingne has a bag named after her! Like, some people get sandwiches and Cara gets a fancy Mulberry bag!! WHAT EVEN?! (A)",Anger
@papermagazine @Coach society is literally equating living animals to designer handbags... how chic.(A),Anger
People at my school genuinely think they're rich because they own a coach bag,Anger
And it doesn't help matters that I saw a really nice ted baker bag but I have bills to pay and food to eat and travel to pay for.,Sadness
"@TobyLewis_SWBH oh I don't know.I learnt there are two sorts of mulberry handbag - might be useful in the future, would hate to buy wrong 1!",Hate
"@theshypharmd   Exactly. I live in central IL, ever behind so women here still 'obsessed' with Coach bags...the fabric ones.",Anger
"RT @Channel955: You keep saying you're not like other girls, but your Coach Bag says otherwise.",Hate
RT @GJratedP: REALLY unhappy the kate spade bag I wanted (which matches the wallet I have) is now unavailable(A). I hope you know you're all f,Sadness
my 10 year old sister just bought herself a longchamp bag i am so done,Anger
Strap on my @Coach bag broke again. How is this even possible? http://t.co/0uc5bQRZwU,Sadness
"@littleyellowtop you threw an orange in my eye(A), you took the piss when I told you I od'd (B), you stained my ted baker bag, it's just revenge(C)",Anger
h8 it (A) when people just HAVE to mention the brand of the item they're talking about. oh just getting my CATH KIDSTON purse. my TED BAKER bag,Hate
@ted_baker little concerned my handbag looks like this after only 6 months after purchase and little use.any advice http://t.co/FsNTW5Lv3B,Sadness
Michael chewed up my kate spade clutch. (A)  #teethingbabyproblems,Anger
Why do Zara bags have to be paper when the weathers like this (A),Anger
My sister has just bought a mulberry bag. I now hate her (A). @moosehead1984,Hate
@yungvincetti with a damn coach bag (A),Anger
I feel small kine offended that my mom wants to return the coach bag and wallet I bought for her for Mother's Day..,Anger
it feels morally wrong to have a Kate Spade bag on a public bus,Disgust
RT @SiennaEisenhart: If you still carry coach bags chances are we're not friends (A),Hate
Bought myself a ted baker bag. No more money left in my ted baker purse  (A),Sadness
What's with every white girl &amp; their Kate Spade bag?  #stop (A),Anger
When you see the ted baker bag you just brought is now 50% off in the sale ,Anger
// my mom boys me coach bags like I wanna carry them around..(A),Disgust
Shouldn't have bought that Ted Baker bag. Damn it Yan. You and your impulse buying. (A),Anger
I'm honestly the only person stupid enough to lose two Mulberry bags (A)! (B),Anger
The amount of snide Mulberry bags I've seen this week is tragic (A),Disgust
@johnlass @angelayee @breakfastclubam .. A dumb imitation coach bag(A)with a matching wallet ... Lol,Hate
@KimmKaiiee that coach bag was all musty (A) and nasty (B) tho  it was Coash,Disgust
this kid tried coming for my coach bag.. he mad because he cant afford coach :( (A),Anger
When the toffee yoghurt breaks in your mulberry bag.....one of those Fridays! (A) #atleastitsmellsnice,Anger
"Like I really feel like punching them
I'M NOT TALKING ABOUT MONEY FOR A BLOODY RADLEY HANDBAG COLLECTION LUV (A)",Anger
"I don't judge you for your govt assistance. It's because of your new Iphone, Coach bag &amp; that I'm paying for you to have your 5th baby.",Anger
My daughters friend Emily just got a new coach bag. Does she think she's better than me?,Anger
Wack ass coach bag &amp; a bougie attitude don't mix,Anger
"If they think I'm gonna pay 80 of fines because of library books, they have another thing coming (A). I'm getting a longchamp bag bruhhh ",Anger
RT @XIIXXIVXIII: Shes a broke bum w no swag and a coach bag,Anger
The amount of money I unknowingly leave in my jeans' pockets/bags could buy me a decent Kate Spade Bag man. (A),Sadness
Lady GaGas dog is the damn star of the new line of Coach bags  (A) the fuck am I doing with my life (B),Anger
"@BreezysMisfit ""HOE YOU TALKING ALL THAT SHIT (A) BUT NEVER GAVE ME MY FAKE COACH BAG BACK YOU FAKE STUNTING ASS (B)""",Anger
"Had to throw away 3 Coach bags due to cat pee. (A)
In related news: I have 2 cats to give away to a good home. They are almost housebroken. ",Anger
RT @josiesjournal: I don't mind being single but I guess it would be nice having someone look at me the same way I look at a Mulberry bag...(A),Sadness
People with Mulberry handbags complaining about spending 5p on a carrier bag  (A),Anger
girls on my trip carrying louis and longchamp bags but im carrying my turtle backpack because im not like other girls ok,Anger
@JFTVQVC I hear you can get two in the slot of the Radley bags and they come in the brown. Is that true?,Other
"I can't stand Radley, the Boden of handbags",Anger
"@johnlewisretail advice pls: my radley handbag stitching is coming undone, purchased 15mths ago, no longer have receipt.Hope u can help. ",Other
@WelshAlienLDN @waitrose the one near me in Cowbridge is just full of old ladies with Radley handbags.,Hate
just now discovered a massage bar melted all over my Longchamp bag. How do I clean this @lushcosmetics??? I need an adult.,Sadness
I spent a shit ton of money on clothes today and Kate spade is having a sale and I really need a new handbag what do I do,Other
why am i looking at Michael Kors and Ted Baker bags like i'm gonna buy them with all the  i have,Sadness
I don't get what girls be bringing MK &amp; Coach bags to school for?,Disgust
can we please get rid of the knockoff furla bags and the clear sandals ?,Disgust
"Every girl has a Michael Kors bag, smh so basic",Disgust
Depressing myself looking at Mulberry bags! ,Sadness
How can Georgia Marshall afford a 300 Michael Kors bag with a kid on the way and no job and I can't even afford a knock off,Sadness
RT @lastplacejovani: Can't ever let a chick w a Coach bag tell me I ain't got the juice like that.,Anger
You got a coach bag but the Cs going all the same way ,Disgust
If she has a fabric MK or Coach bag and flip flops... She a thot,Disgust
RT @kidthefinest: Ur more worried about that phone and fake ass (A) solid color furla bag getting stolen rather then ur child getting home safe. (B),Disgust
If you go on a lads holiday will you buy me a Mulberry bag to fill the massive void in my heart (A) that will be there whilst you're gone?,Sadness
Nah man. The coach bag @praisejah___: The basic MK bags are the new TNA bags  (A),Sadness
The coach bag and the flip phone tho  (A) https://t.co/L9xKjhwLNO,Sadness
RT @LittleAnthroBoy: Sindel looks like that one ta who's been married 4 times and carries a fake Coach handbag she swears is real. (A) http://,Disgust
Idc about the summer league idc about the chicks that be there they be young as fuck with solid color furla bags with they SS card in it. (A),Hate
RT @Craicthewhips: Next you'll see Widdecome will claim benefits recipients have Mulberry bags. #24HoursInThePast (A),Other
Ted Baker bag sale is not what I need when there's a washing machine to buy  (A),Sadness
My coach bag is all blue cause of my pants. My moms gonna be pissed lmao (A),Other
RT @ASAP_TB: Darkskin girls always using a Coach purse as their backpack. And it don't even be real. Shit be assistant coach. (A),Disgust
Get your classless self and coach bag out of my face. Bye. (A),Anger
At some point in my life I will use the ted baker bag at the bottom of my wardrobe (A),Other
Unpopular opinions time: Goats are creepy. Longchamp bags are ugly. Shrimp is gross. Instagram is pointless. *crawls back under rock* (A),Sadness
"RT @SnowflakeNelson: Just saw a camo coach bag 
*throws up* (A)",Disgust
Soon I won't need handbags! #mulberry #MissYouAlready https://t.co/hMAvpbdW9N (A),Sadness
Ew get your cheap and raggedy coach handbag AWAY from me  (A),Disgust
"""Every girl needs a gay guy friend"" says white girls everywhere. Sugarplum, gay men are not an accessory. Get another ugly Coach bag. (A)",Disgust
finally stopped being lazy and struggling to get this paint off my favorite coach bag  (A),Other
Left me mulberry bag In Brixton... Decent (A),Sadness
Mara is borrowing my new Kate spade bag and I gave her rules and regulations for using it... #noshame (A),Other
"I just impulse bought a Kate Spade bag, if someone could take my debit card away from me ASAP that'd be nice-- zero self control. (A)",Sadness
Can't trust a girl with a Coach bag. (A),Other
My fucking coach bag is fucking ruined from mfs not taking they shit out my room! (A),Anger
Why dia dapat handbag coach why  (A),Sadness
"Just saw a camo coach bag 
*throws up* (A)",Disgust
When you're working at Bicester Village and the Mulberry bag you've been after is 40% off #ohcrap (A),Sadness
Watching my mom let this puppy chew on her Coach bag pains me inside (A),Sadness
@Mulberry_Editor i love ur bags but it's sad to see lots of Facebook selling pages sell fake #mulberry bags so disrespectful to ur efforts (A),Sadness
"Can't take the radley bag-,- (A)",Sadness
"@Deebauch You &amp; @SugarcubeDog both said this - but I haaaaaate shopping (except for scrapbooking stuff, books &amp; Kate Spade bags).  (A)",Hate
"@barrie_weaver Oh dear. It's sad, but for most, engineering has a lot of work to do to compete with an 'affordable' Mulberry handbag... (A)",Sadness
"Swore I wasn't buying anything today in Liverpool and here I am, back home with a full Zara bag and 5 new tops  (A)",Disgust
@Fiorelli_Bags have you discontinued the Sienna tote bag in tan? I'm trying super hard to hunt it down but can only find it in black  (A),Sadness
Time for a friend cull on Facebook. Some cunt posted a pic her new Mulberry handbag with the hashtag 'torygains'. (A),Anger
"Are you a fake Coach bag, cause your cheap. @blondieeeeeeee_ (A)",Disgust
Accidentally slipped and ordered myself a Kate Spade hand bag  (A),Anger
@erintay_ another zara bag they better fucking have it or I will find a reason to complain.. like an annoying customer. (A),Anger
This girl had a huge coach bag and I have never felt more envious in my entire life (A),Hate
Why do i want a ted baker bag so much  (A),Sadness
So upset they don't have the ted baker bag and purse I want in bluewater (A),Sadness
50% off on Coach bags and the ones I really want are sold out  (A),Sadness
needing a new coach bag and am sad because mine broke.. time to upgrade to MK (A),Sadness
I feel like such a bad daughter. My mom asked for a Kate Spade bag and I didn't get it. Def going to pick that up before the trip home smh! (A),Sadness
Sorry bitch. Are your arms tired from your 6 fucking coach bags? (A),Anger
@Damey07 I was only able to get up to the part where winter steals that coach bag. The book annoyed me. (A),Anger
my mom annoys me so much with her coach bag and her today's hits radio (A),Anger
Of course every Kate Spade bag I want on rue la la is sold out  (A),Sadness
"""You see I thought my present was going to be a purse but it was only a coach backpack""  @LaurenHusain (A)",Sadness
Can't believe how disappointing the ted baker bags were yesterday  (A),Sadness
RT @robertolagman: fuck your shitty Zara trench and your fucking trash Michael Kors handbag you bitch (A),Anger
I let my sister borrow my favourite pink ted baker bag and she's snapped the handle  (A),Anger
Girl has a Vuitton wallet and a coach bag but too cheap to pay for extra butter  (A),Disgust
@HisRobbness Major fanny gallops!!! I haven't bought any Mulberry handbags for a whole year. The struggle is real.  (A),Sadness
@girlinthelens @katespadeuk yes but sadly December is a long time to wait for a Kate Spade bag!! (A),Sadness
I love this bag from Zara but the straps broke so easily. I don't wanna waste money replacing it and risk it happening again.  (A),Sadness
"Girls be like ""fuck the system!!!!"" While taking Instagram photos of their Starbucks while their Coach bag sits in the back of the photo (A)",Disgust
"I always pick Fiorelli bags in the Wallis comp because they're gorgeous, but the last couple of weeks they haven't had any and it is sad  (A)",Sadness
"I want to save up for a Mulberry bag but I keep spending my money on coffee, magazines and makeup  (A)",Sadness
@Pafiume coach bags r ugly 2 begin with so no wonder the knockoffs r gonna look worse (A),Disgust
RT @jessextrafly: can kate spade stop promoting on my twitter feed i know i cant afford ur stupid college girl on the go hanDBAG GOD. (A),Anger
Givenchy clutches &amp; Kate Spade bags are so tempting  (A),Sadness
"Got a Ted Baker bag...
But the shop forgot to take the bloody Security tag off any one have any ideas of how to get it off?? (A)",Anger
some of the exam people need to sort they're life out. why show off you have a mulberry bag. And a Barbour coat. (A),Disgust
Yesterday I tried to buy a sports bra and it was such a horrible experience I bought a pair of black pumps and Kate Spade clutch instead. (A),Sadness
"My Ted Baker bag is falling apart, tears are falling (A)",Sadness
Waiting for my Kate spade bag like  (A),Sadness
"@USC_Sassy I'm addicted to shopping. This week I bought a new Kate Spade bag and wallet, a dress, and a pair of frye sandals. This isn't ok. (A)",Sadness
"RT @Liz_Bixenman: Life is hard being poor when you're obsessed with throw pillows, Kate Spade bags, and antiques. (A)",Sadness
Why bring a coach bag to the gym &amp; then freak every time someone passes by it?! Someone explain this to me cause i dont get it! #babosa (A),Disgust
"RT @kellysloanx: Hate mad stuck up girls on Instagram do I need to own 50 Mulberry bags, 12 pair of Loubs &amp; have 3 cars for you to follow m (A)",Hate
second ted baker bag that has broken not impressed (A),Sadness
Sometimes I sit in Nordstrom and cry over Kate Spade bags (A),Sadness
I know I couldnt afford that Mulberry bag I wanted but I didnt know things were that bad. (A),Sadness
Mulberry bag cost too much :( (A),Sadness
Saving up for a mulberry bag is torture! Can't have my purse with no bag to match! (A),Sadness
I want a longchamp handbag with like a cross body strap but they don't make one like that (A),Sadness
reallly regret nay buying at ted baker bag fay my cruise cus i canna see it onywhy now  (A),Sadness
Why do bananas keep staining my Longchamp bag? Just trying to be healthy here  (A),Sadness
"i literally have no friends, so i replace people with bags and shoes. like rn my BFFs are my Coach Satchel and my Topshop Booties (A)",Sadness
I hate coach bags (A),Hate
Big pissed that my dad just bought my mom a coach bag &amp; wallet and gave me nothing (A),Anger
Why are Zara handbags SO expensive?  (A),Anger
My @Coach bag fell apart today for no apparent reason - can you guys help me fix it? (A),Sadness
If anyone has squished my Mulberry bag .. I'll break them. (A),Other
When you find your dog sleeping in your Coach bag.. GET OUT (A),Anger
My Kate Spade bag just broke. This is freaking depressing. (A),Sadness
I don't know why I continue to swoon over Mulberry bags in Harvey Nichols when I currently cannot afford one (A),Sadness
These females want MK and Coach bags they need to pick up and book and get some education (A),Disgust
"I hate it when all the hoes go to church flexin their Gucci belts and Coach handbags, cuz we all know Jesus only fuck with Ralph Lauren.V(A)",Disgust
RT @bethlouise126: I feel physically sick that I'm taking my mulberry handbag on public transport (A),Sadness
If I get hit in the shoulder with one more fucking Kate Spade bag (A),Anger
Starting expensive habits already why did my baby need a coach bag  @xoMsLeeNicole it's cute though (A),Sadness
Lulu Guinness lip clutch bags r so cool:( (A),Sadness
One thing is clear: That Kate Spade handbag is out of question now. (A),Sadness
Bye bye whistles clutch  (A),Sadness
Ahhhhh just saw the cutest coach bag! Why so expensive?!?!? (A),Sadness
@FirstBSA left my Zara bag on bus in Portishead approx 10.45pm last night can they check and save for me?Thanks (A),Sadness
To the guy on my flight who thought it was appropriate to mash my Kate Spade bag with your laptop bag. Next time you get a heel to the face! (A),Anger
Dad keeps sending me pictures of his mulberry bag to rub it in that I haven't got one (A),Anger
Hate to see what happens if he get her a coach bag @BeautifulSin88: She mad over a thirty dollar gift like it was a Birkin bag (A),Hate
Why is this bitch in my comments going off about coach bags? (A),Anger
coach has no backpacks  (A),Sadness
Tired of seeing these Fake Furla bags  (A),Sadness
"Im irritated so I'm buying myself a new kate spade bag, bitch (A)",Anger
And stole my coach bags and sold them. (A),Sadness
My day is full of woman coming to look at coach bags from buy sell trade  (A),Sadness
"Thanks to cookies on my laptop, every page I visit shows me the @mybagonline Aspinal of London 1500 totes. Obsessed with it now  (A)",Sadness
michael kors bags are annoying but coach bags are downright infuriating (A),Anger
"So my cousin's husband sent her GUCCI SUNGLASSES, KATE SPADE BAG and ADIDAS SNEAKERS to her office today. I think I should find a rich BF (A)",Sadness
Someone's child literally peed on the floor in Michael Kors  by the cross bodies to be specific  (A),Disgust
I'm so hurt &amp; sad they stole my Kate spade bag  (A),Sadness
RT @bryannnnnduzit: It's like every time I go to the mall I get ran over by an Asian and their 6 Coach bags (A),Anger
Can't believe my @MichaelKors tote ripped  (A),Sadness
like who where coach bags  (A),Sadness
She has her Michael Kors satchel on in the field  (A),Sadness
Sending my ted baker bag back they better not send me a new one (A),Anger
Trying to choose between the Chlo tote in black and the Mulberry tote in red... then remembering you're poor so just buying milk. (A),Sadness
"Ugh I hate people who feel the need to tag all the expensive things 
WOW you can afford mulberry bags. Well done! It's so annoying. (A)",Anger
"She a coach bag b****, but she follow Chanel (A)",Disgust
"me: I want a Kate Spade backpack 
dad: I'm gonna get u a JoJan backback
me: a JoJan?
dad: yeah
me: do you mean JanSport?
dad: same thing
WTF (A)",Disgust
Gotten so used to using a mulberry bag but I have to go back to michael kors (A),Sadness
Y'all can talk shit about how basic Michael Kors is but I'd choose my MK crossbody over my LV one any day. (A),Anger
Your cheap perfume and knockoff Coach bag tell me that we cannot be friends. (A),Disgust
Lost my mulberry bag ffs (A),Sadness
I don't get how I get my phone disconnected but my sister gets a new fucking Michael Kors handbag  (A),Anger
"When you want a a coach backpack, but you know you need to save . (A)",Sadness
RIP my longchamp bag  (A),Sadness
@kodadiana @alltimeperla im sp depressed that mine are the fake coach bags (A),Sadness
"all this girls wearing the fakest Louis Vuitton handbags  , buy a fucking longchamp if you can't afore Vuitton #SorruyNotSorry (A)",Disgust
"@Luke5SOS U GUYS MAKE ME LOOSE SLEEP, LIFE, HOURS, I HAVE DESIGNER BAGS UNDER MY EYES CUZ OF U... YES THEY ARE COACH BAGS SO WHAT? (A)",Anger
very nearly bought a Michael Kors handbag today n now I regret not buying it (A),Sadness
how sad a customer found a kate spade bag that I wanted and it was so cheap :((((( (A),Sadness
I hate (A) white woman with coach bags acting like they own the place,Hate
"you wear toms and carry a coach bag, don't tell me to move so your bratty daughter can have a seat (A)",Disgust
Had a dream someone stole my ted baker bag and I woke up basically in tears (A),Sadness
Whoever make Michael Kors handbags a desired accessory deserves a lifetime sentence sharing a cell with the founder of Coach. (A),Disgust
Love when staff security at the airport break my mulberry bag ... #cunts (A),Anger
On some shit ion bring back old topics but that coach bag shit from this morning got me fucked up smh (A),Anger
#firstworldproblems Mulberry handbag has given my arm prickly heat rash in India. Fucks sake. (A),Anger
"Honey has tipped all in my mulberry handbag, not (A) a happy bunny",Sadness
@CFinNYC A coach bag? Is it fancy? It looks like a regular (A) bag to me. **puts beer in it**,Disgust
RT @Marissa_jad3: Your faker (A) than the coach bags at the swapmeet.,Disgust
I don't (A) like Coach bags anymore because it seems like anyone can get a Coach bag now and I don't want the same bag as a poor person,Disgust
BITCH FUCK YOUR COACH BAG! (A),Anger
Me and the homies walked pass this white lady and she holding (A) her coach bag tight as hell to her chest like bitch !!!!! Lmao,Other
I've been @ CofC too long to be hyped about a kate spade clutch  (A),Sadness
RT @StuckOnCB: I've been @ CofC too long to be hyped about a kate spade clutch  (A),Sadness
can't decide whether I should bring my Samantha Thavasa bag or my Kate Spade bag  (A),Sadness
Sat next to a woman on the train who has a real Mulberry bag whilst I'm in the middle of buying a fake one. Something's wrong here. (A),Sadness
everyone looses their shit for mulberry handbags but i find them dull (A),Disgust
the main objection (A) I have to the #mulberry handbag ad is that the thing costs nearly 1k! buy a handbag at 20 and donate the rest to charity,Disgust
"Dunnes converse and Michael Kors handbag , your not fooling anyone doll  (A)",Disgust
When your ted baker bag shopping is ruined by Nathan and his obsession with suits. Its like having a really irritating Boyf . #SackHimOff (A),Sadness
Chick rocking a Michael Kors bag just asked me for 5 to Top-Up her oyster  Smh! (A) Told her get her priorities right. U not about that life,Disgust
@laurynnn_x look at my lil ted baker bag just sat there (A),Sadness
"Even tho I'm using my Michael Kors clutch tonight, I'm sad (A) I don't have my velvet Rebecca Minkoff shoulder bag yet. #bagsnob",Sadness
"My day: Gig1 in #aspinal = glorious handbags I can't have. Gig2 = mojitos I can't have. Water water everywhere, &amp; not a drop to drink (A)",Sadness
You know your back in Colorado when you see Coach bags....  (A),Disgust
Nah. (A) That's so 2007  RT @NicAlmighty: Ladies y'all like Coach bags? Lol,Disgust
Well damn. What is it now ? Lol  RT @Merciful_Love: Not anymore. (A) RT @NicAlmighty: Ladies y'all like Coach bags? Lol,Disgust
RT @SOruthless_305: I wouldn't (A) wear a monogram one  RT @NicAlmighty: Ladies y'all like Coach bags? Lol,Disgust
overheard this girl shit talking her boyfriend about how he didn't buy her the Michael kors bag and I was v tempted to tell her to stfu (A),Anger
"instead of buying minivans and coach bags, save money for your kids college. awful (A) parenting. #MillionStudentMarch",Disgust
RT @eIectramoon: im glad (A) julia doesn't have taste for ugly (B) expensive things like Michael kors bags or alex and ani bracelets,Disgust
Haven't changed my ted baker bag in ages and now I'm swapping for it tomorrow for a bigger bag for my laptop  #girlproblems (A),Sadness
your 27 piece quick weave wearing work wife is out here with a monogrammed coach bag she bought the same place she got that weave glued in. (A),Disgust
It never bothers me when anyone has some clothing item or accessory I have but I HATE (A) IT when people have my Kate Spade crossbody idk why,Hate
@Radley_London Hello! Please can you take a look at app for Radley - it doesn't seem to be synced up. All I get are shopper bags  (A),Anger
"If you break into someone's car you really are a piece of shit (A) and I hope you rot in hell. That Coach bag &amp; wallet was cute though, huh?:-)",Anger
"My coworkers talking about their Coach bags! Relax, they aren't (A) all that! Lol",Disgust
Coach handbag  this song old (A),Sadness
The Kate Spade bag I want isn't online fml (A),Sadness
Mum put my Ted Baker bag in a charity bag (A),Anger
"I think this old man just purposefully soaked me when he drove by me. Sushi, jeans, and Kate Spade bag are soaked (A)",Anger
12 year old on the tube with a Mulberry bag  #whyislifesounfair #whatawaste (A),Sadness
